word_or_phrase,definition,etymology,english_cognates,related_words,language
fasses,[To be translated],Found 3 times across documents,,,french
fasse,[To be translated],Found 3 times across documents,,,french
participes,[To be translated],Found 3 times across documents,,,french
réalisée,[To be translated],Found 3 times across documents,,,french
fera,[To be translated],Found 3 times across documents,,,french
aimerais,[To be translated],Found 3 times across documents,,,french
fûmes,[To be translated],Found 3 times across documents,,,french
fûtes,[To be translated],Found 3 times across documents,,,french
furent,[To be translated],Found 3 times across documents,,,french
seras,[To be translated],Found 3 times across documents,,,french
serons,[To be translated],Found 3 times across documents,,,french
serez,[To be translated],Found 3 times across documents,,,french
seriez,[To be translated],Found 3 times across documents,,,french
seraient,[To be translated],Found 3 times across documents,,,french
irez,[To be translated],Found 3 times across documents,,,french
pouvait,[To be translated],Found 3 times across documents,,,french
pourrais,[To be translated],Found 3 times across documents,,,french
pourraient,[To be translated],Found 3 times across documents,,,french
veuille,[To be translated],Found 3 times across documents,,,french
sache,[To be translated],Found 3 times across documents,,,french
vins,[To be translated],Found 3 times across documents,,,french
viendra,[To be translated],Found 3 times across documents,,,french
viendrait,[To be translated],Found 3 times across documents,,,french
vienne,[To be translated],Found 3 times across documents,,,french
dus,[To be translated],Found 3 times across documents,,,french
connus,[To be translated],Found 3 times across documents,,,french
reçoit,[To be translated],Found 3 times across documents,,,french
fantaisie,[To be translated],Found 3 times across documents,,,french
décevoir,[To be translated],Found 3 times across documents,,,french
désillusion,[To be translated],Found 3 times across documents,,,french
attente,[To be translated],Found 3 times across documents,,,french
rond,[To be translated],Found 3 times across documents,,,french
guillaume,[To be translated],Found 3 times across documents,,,french
cour,[To be translated],Found 3 times across documents,,,french
sauf,[To be translated],Found 3 times across documents,,,french
invention,[To be translated],Found 3 times across documents,,,french
châteaux,[To be translated],Found 3 times across documents,,,french
vingt,[To be translated],Found 3 times across documents,,,french
toilettes,[To be translated],Found 3 times across documents,,,french
gratuites,[To be translated],Found 3 times across documents,,,french
monsieur,[To be translated],Found 3 times across documents,,,french
fromages,[To be translated],Found 3 times across documents,,,french
bisous,[To be translated],Found 3 times across documents,,,french
science,[To be translated],Found 3 times across documents,,,french
chocolatine,[To be translated],Found 3 times across documents,,,french
guides,[To be translated],Found 3 times across documents,,,french
frères,[To be translated],Found 3 times across documents,,,french
chats,[To be translated],Found 3 times across documents,,,french
chiens,[To be translated],Found 3 times across documents,,,french
domestiques,[To be translated],Found 3 times across documents,,,french
fascinants,[To be translated],Found 3 times across documents,,,french
célèbres,[To be translated],Found 3 times across documents,,,french
conduit,[To be translated],Found 3 times across documents,,,french
berceau,[To be translated],Found 3 times across documents,,,french
marie,[To be translated],Found 3 times across documents,,,french
architecture,[To be translated],Found 3 times across documents,,,french
influences,[To be translated],Found 3 times across documents,,,french
forgé,[To be translated],Found 3 times across documents,,,french
kilomètres,[To be translated],Found 3 times across documents,,,french
forêts,[To be translated],Found 3 times across documents,,,french
montagnes,[To be translated],Found 3 times across documents,,,french
amoureux,[To be translated],Found 3 times across documents,,,french
anciennement,[To be translated],Found 3 times across documents,,,french
zone,[To be translated],Found 3 times across documents,,,french
caisse,[To be translated],Found 3 times across documents,,,french
bureau,[To be translated],Found 3 times across documents,,,french
éducatif,[To be translated],Found 3 times across documents,,,french
radio,[To be translated],Found 3 times across documents,,,french
visage,[To be translated],Found 3 times across documents,,,french
prénom,[To be translated],Found 3 times across documents,,,french
association,[To be translated],Found 3 times across documents,,,french
chanter,[To be translated],Found 3 times across documents,,,french
prochain,[To be translated],Found 3 times across documents,,,french
near,[To be translated],Found 3 times across documents,,,french
exprès,[To be translated],Found 3 times across documents,,,french
purpose,[To be translated],Found 3 times across documents,,,french
did,[To be translated],Found 3 times across documents,,,french
degrees,[To be translated],Found 3 times across documents,,,french
something,[To be translated],Found 3 times across documents,,,french
programme,[To be translated],Found 3 times across documents,,,french
œuvre,[To be translated],Found 3 times across documents,,,french
pincettes,[To be translated],Found 3 times across documents,,,french
